Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
0,ADULT,0,0,25 to 34 years,W4,Western Addition,,,z,email,True,2013,False,
0,ADULT,2,0,35 to 44 years,X,Main Library,August,2012.0,z,email,True,2012,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,55 to 59 years,X,Main Library,,,z,email,True,2008,True,
0,ADULT,0,0,25 to 34 years,P5,Portola,,,z,email,True,2016,True,
0,ADULT,0,0,25 to 34 years,P5,Portola,,,z,email,True,2016,True,
0,ADULT,3,0,25 to 34 years,X,Main Library,February,2015.0,z,email,True,2014,False,9.0
0,ADULT,0,0,60 to 64 years,M8,Mission Bay,,,z,email,True,2014,False,
0,ADULT,1,0,25 to 34 years,E9,Excelsior,February,2016.0,z,email,True,2012,False,11.0
0,ADULT,0,0,20 to 24 years,X,Main Library,,,a,print,False,2016,False,5.0
0,ADULT,0,0,20 to 24 years,X,Main Library,,,a,print,False,2016,False,5.0
0,ADULT,0,0,20 to 24 years,X,Main Library,,,a,print,False,2016,False,5.0
0,ADULT,0,0,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,,,z,email,True,2015,False,6.0
0,ADULT,4,0,35 to 44 years,R3,Richmond,November,2015.0,z,email,True,2015,False,1.0
0,ADULT,4,0,35 to 44 years,R3,Richmond,November,2015.0,z,email,True,2015,False,1.0
